-DOCSTART- -X- O
1,000 -X- _ O
ka -X- _ O
mga -X- _ O
registered -X- _ O
nurse -X- _ O
ug -X- _ O
200 -X- _ O
ka -X- _ O
mga -X- _ O
medical -X- _ O
technologist. -X- _ O
Gawas -X- _ O
sa -X- _ O
sweldo -X- _ O
nga -X- _ O
moabot -X- _ O
sa -X- _ O
P400,000 -X- _ O
, -X- _ O
immigrant -X- _ O
visa -X- _ O
ang -X- _ O
giingon -X- _ O
ihatag -X- _ O
ug -X- _ O
ang -X- _ O
kompanya -X- _ O
na -X- _ O
ang -X- _ O
bahala -X- _ O
sa -X- _ O
tanan. -X- _ O
Matod -X- _ O
pa -X- _ O
ni -X- _ O
Janessa -X- _ B-PER
Medina-Bacolod -X- _ I-PER
sa -X- _ O
Ruru -X- _ B-ORG
Global -X- _ I-ORG
Recruitment -X- _ I-ORG
Services -X- _ I-ORG
, -X- _ O
aduna -X- _ O
pa'y -X- _ O
signing -X- _ O
bonus -X- _ O
nga -X- _ O
$ -X- _ O
1,000 -X- _ O
ang -X- _ O
madawat. -X- _ O
Gikatahong -X- _ O
ang -X- _ O
nagkatigulang -X- _ O
nga -X- _ O
populasyon -X- _ O
sa -X- _ O
Amerika -X- _ B-LOC
ang -X- _ O
rason -X- _ O
sa -X- _ O
mga -X- _ O
amo -X- _ O
kung -X- _ O
nganong -X- _ O
nagkinahanglan -X- _ O
sila -X- _ O
og -X- _ O
daghan -X- _ O
nga -X- _ O
mga -X- _ O
nurse. -X- _ O
Gawas -X- _ O
sa -X- _ O
Amerika -X- _ B-LOC
, -X- _ O
nagkinahanglan -X- _ O
sab -X- _ O
og -X- _ O
mga -X- _ O
nurse -X- _ O
sa -X- _ O
Middle -X- _ B-LOC
East -X- _ I-LOC
sama -X- _ O
sa -X- _ O
Saudi -X- _ B-LOC
Arabia. -X- _ I-LOC
Sa -X- _ O
laing -X- _ O
bahin -X- _ O
, -X- _ O
dili -X- _ O
lamang -X- _ O
healthcare -X- _ O
workers -X- _ O
ang -X- _ O
gikinahanglan. -X- _ O
Aduna'y -X- _ O
mga -X- _ O
trabaho -X- _ O
sa -X- _ O
mga -X- _ O
nasud -X- _ O
sa -X- _ O
Middle -X- _ B-LOC
East -X- _ I-LOC
nga -X- _ O
gikinahanglan -X- _ O
alang -X- _ O
sa -X- _ O
tourism -X- _ O
ug -X- _ O
hotel -X- _ O
industry -X- _ O
. -X- _ O

Gitugtan -X- _ O
na -X- _ O
ang -X- _ O
BOLUNTARYONG -X- _ O
pagsul-ob -X- _ O
og -X- _ O
face -X- _ O
masks -X- _ O
OUTDOORS -X- _ O
sa -X- _ O
tibuok -X- _ O
Pilipinas. -X- _ B-LOC
Kini -X- _ O
human -X- _ O
giluwatan -X- _ O
ni -X- _ O
Presidente -X- _ O
Ferdinand -X- _ B-PER
Marcos -X- _ I-PER
Jr. -X- _ I-PER
ang -X- _ O
Executive -X- _ B-OTHER
Order -X- _ I-OTHER
No. -X- _ I-OTHER
3 -X- _ I-OTHER
nga -X- _ O
naglatid -X- _ O
sa -X- _ O
maong -X- _ O
bag-ong -X- _ O
polisa -X- _ O
, -X- _ O
sumala -X- _ O
pa -X- _ O
ni -X- _ O
Press -X- _ O
Secretary -X- _ O
Trixie -X- _ B-PER
Cruz-Angeles. -X- _ I-PER
Hingpit -X- _ O
nga -X- _ O
ipatuman -X- _ O
ang -X- _ O
maong -X- _ O
kamanduan -X- _ O
ni -X- _ O
Marcos -X- _ B-PER
human -X- _ O
kini -X- _ O
ipagawas -X- _ O
sa -X- _ O
Official -X- _ B-ORG
Gazette -X- _ I-ORG
. -X- _ O

61 -X- _ O
KA -X- _ O
MIGRANTE -X- _ O
NGA -X- _ O
NATANGGONG -X- _ O
SA -X- _ O
TUNGA -X- _ O
SA -X- _ O
DAGAT -X- _ O
SA -X- _ O
MALTA -X- _ B-LOC
, -X- _ O
NALUWAS -X- _ O
Naluwas -X- _ O
sa -X- _ O
BBC -X- _ B-OTHER
Pearl -X- _ I-OTHER
ang -X- _ O
61 -X- _ O
ka -X- _ O
mga -X- _ O
migrante -X- _ O
kinsa -X- _ O
nilawig -X- _ O
sa -X- _ O
kadagatan -X- _ O
sa -X- _ O
Mediterranean -X- _ B-LOC
sulod -X- _ O
sa -X- _ O
10 -X- _ O
ka -X- _ O
adlaw -X- _ O
nga -X- _ O
wala'y -X- _ O
pagkaon -X- _ O
ug -X- _ O
tubig. -X- _ O
Ang -X- _ O
maong -X- _ O
cargo -X- _ O
vessel -X- _ O
, -X- _ O
ubos -X- _ O
sa -X- _ O
mando -X- _ O
ni -X- _ O
Captain -X- _ O
Noel -X- _ B-PER
Uy -X- _ I-PER
kinsa -X- _ O
taga-Dumaguete. -X- _ B-LOC
Luwas -X- _ O
nga -X- _ O
naabot -X- _ O
sa -X- _ O
isla -X- _ O
sa -X- _ O
Crete -X- _ B-LOC
ang -X- _ O
usa -X- _ O
ka -X- _ O
grupo -X- _ O
sa -X- _ O
mga -X- _ O
migrante -X- _ O
kinsa -X- _ O
gikuha -X- _ O
sa -X- _ O
maong -X- _ O
cargo -X- _ O
ship -X- _ O
gikan -X- _ O
sa -X- _ O
gisakyan -X- _ O
nila -X- _ O
nga -X- _ O
gubaon -X- _ O
nga -X- _ O
sakayan -X- _ O
sa -X- _ O
pangisda. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
mga -X- _ O
awtodidad -X- _ O
niadtong -X- _ O
Miyerkules -X- _ O
, -X- _ O
Setyembre -X- _ O
7 -X- _ O
, -X- _ O
2022. -X- _ O
Gikatahong -X- _ O
natanggong -X- _ O
sulod -X- _ O
sa -X- _ O
pila -X- _ O
ka -X- _ O
adlaw -X- _ O
ang -X- _ O
mga -X- _ O
Syrian -X- _ B-OTHER
, -X- _ O
Lebanese -X- _ B-OTHER
ug -X- _ O
Palestinian -X- _ B-OTHER
migrants -X- _ O
kinsa -X- _ O
wala -X- _ O
nakahibalo -X- _ O
nga -X- _ O
aduna'y -X- _ O
liki -X- _ O
ang -X- _ O
sakayan -X- _ O
sa -X- _ O
pangisda -X- _ O
nga -X- _ O
ilang -X- _ O
gisakyan -X- _ O
duol -X- _ O
sa -X- _ O
Malta. -X- _ B-LOC
Kini -X- _ O
human -X- _ O
sa -X- _ O
pagsulay -X- _ O
nila -X- _ O
nga -X- _ O
paglawig -X- _ O
halos -X- _ O
10 -X- _ O
ka -X- _ O
adlaw -X- _ O
gikan -X- _ O
sa -X- _ O
Lebanon -X- _ B-LOC
paingon -X- _ O
sa -X- _ O
Italy. -X- _ B-LOC
Niadtong -X- _ O
Martes -X- _ O
, -X- _ O
usa -X- _ O
ka -X- _ O
Greek -X- _ B-OTHER
navy -X- _ O
helicopter -X- _ O
ang -X- _ O
gi-airlift -X- _ O
ang -X- _ O
usa -X- _ O
ka -X- _ O
4-anyos -X- _ O
nga -X- _ O
batang -X- _ O
babaye -X- _ O
kinsa -X- _ O
aduna'y -X- _ O
health -X- _ O
problems -X- _ O
ug -X- _ O
iyang -X- _ O
inahan -X- _ O
gikan -X- _ O
sa -X- _ O
BBC -X- _ B-OTHER
Pearl -X- _ I-OTHER
, -X- _ O
apan -X- _ O
gideklara -X- _ O
nga -X- _ O
dead -X- _ O
on -X- _ O
arrival -X- _ O
ang -X- _ O
bata -X- _ O
sa -X- _ O
ospital -X- _ O
sa -X- _ O
Crete -X- _ B-LOC
. -X- _ O

MAGTIAYONG -X- _ O
NEGOSYANTE -X- _ O
NGA -X- _ O
CHINESE -X- _ B-OTHER
NATIONAL -X- _ O
SA -X- _ O
TANJAY -X- _ B-LOC
CITY -X- _ I-LOC
, -X- _ O
GIPUSIL -X- _ O
Nakaangkon -X- _ O
og -X- _ O
samad -X- _ O
pinusilan -X- _ O
ang -X- _ O
mag-asawang -X- _ O
negosyante -X- _ O
nga -X- _ O
Chinese -X- _ B-OTHER
nationals -X- _ O
human -X- _ O
sila -X- _ O
gitulis -X- _ O
ug -X- _ O
gipusil -X- _ O
sa -X- _ O
Lomboy -X- _ B-LOC
St. -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Tugas -X- _ I-LOC
, -X- _ I-LOC
Tanjay -X- _ I-LOC
City -X- _ I-LOC
niadtong -X- _ O
Domingo -X- _ O
, -X- _ O
Setyembre -X- _ O
11 -X- _ O
, -X- _ O
2022. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
report -X- _ O
, -X- _ O
giila -X- _ O
ang -X- _ O
mga -X- _ O
biktima -X- _ O
nga -X- _ O
sila -X- _ O
si -X- _ O
Zhuang -X- _ B-PER
Jiangcheng -X- _ I-PER
, -X- _ O
60 -X- _ O
, -X- _ O
alias -X- _ O
Mr. -X- _ O
Cheng -X- _ B-PER
ug -X- _ O
Quiyan -X- _ B-PER
Shi -X- _ I-PER
alias -X- _ O
Ma'am -X- _ B-PER
Shi -X- _ I-PER
, -X- _ O
kinsa -X- _ O
tag-iya -X- _ O
sa -X- _ O
Cheng -X- _ B-ORG
Enterprises -X- _ I-ORG
( -X- _ O
kanhi -X- _ O
Red -X- _ B-ORG
Star -X- _ I-ORG
) -X- _ O
nga -X- _ O
nahimutang -X- _ O
sa -X- _ O
poblacion -X- _ O
area -X- _ O
sa -X- _ O
syudad. -X- _ O
Ang -X- _ O
driver -X- _ O
sa -X- _ O
mga -X- _ O
biktima -X- _ O
kinsa -X- _ O
nihangyo -X- _ O
nga -X- _ O
dili -X- _ O
nganlan -X- _ O
, -X- _ O
niingon -X- _ O
nga -X- _ O
naggikan -X- _ O
sila -X- _ O
sa -X- _ O
tindahan -X- _ O
sa -X- _ O
dihang -X- _ O
nahitabo -X- _ O
ang -X- _ O
insidente -X- _ O
mga -X- _ O
pasado -X- _ O
alas -X- _ O
siyete. -X- _ O
Pag-abot -X- _ O
nila -X- _ O
sa -X- _ O
tungod -X- _ O
sa -X- _ O
balay -X- _ O
sa -X- _ O
mga -X- _ O
biktima -X- _ O
, -X- _ O
ninaog -X- _ O
sa -X- _ O
sakyanan -X- _ O
ang -X- _ O
magtiayon -X- _ O
aron -X- _ O
abrihan -X- _ O
ang -X- _ O
gikandado -X- _ O
nila -X- _ O
nga -X- _ O
gate -X- _ O
, -X- _ O
nga -X- _ O
mao'y -X- _ O
buluhaton -X- _ O
nila -X- _ O
matag-adlaw. -X- _ O
Pagnaog -X- _ O
sa -X- _ O
mag-asawa -X- _ O
, -X- _ O
aduna'y -X- _ O
usa -X- _ O
ka -X- _ O
wala -X- _ O
mailhing -X- _ O
lalake -X- _ O
nga -X- _ O
naka-motorsiklo -X- _ O
ang -X- _ O
nihunong -X- _ O
sa -X- _ O
ilang -X- _ O
tungod. -X- _ O
Nikanaog -X- _ O
ang -X- _ O
maong -X- _ O
lalaki -X- _ O
ug -X- _ O
giduol -X- _ O
ang -X- _ O
babayeng -X- _ O
biktima -X- _ O
ug -X- _ O
gibira -X- _ O
ang -X- _ O
dala -X- _ O
niya -X- _ O
nga -X- _ O
bag. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
report -X- _ O
, -X- _ O
nagdumili -X- _ O
sa -X- _ O
paghatag -X- _ O
sa -X- _ O
bag -X- _ O
si -X- _ O
Ma'am -X- _ O
Shi -X- _ B-PER
ug -X- _ O
nakigbinirahay -X- _ O
sa -X- _ O
tulisan. -X- _ O
Diri -X- _ O
na -X- _ O
gipusil -X- _ O
ang -X- _ O
babaye -X- _ O
sa -X- _ O
tiyan. -X- _ O
Nisulay -X- _ O
pagtabang -X- _ O
si -X- _ O
Mr. -X- _ O
Cheng -X- _ B-PER
apan -X- _ O
gipusil -X- _ O
sab -X- _ O
siya -X- _ O
duol -X- _ O
sa -X- _ O
liog. -X- _ O
Upat -X- _ O
ka -X- _ O
mga -X- _ O
bala -X- _ O
sa -X- _ O
gituohang -X- _ O
cal. -X- _ O
45 -X- _ O
nga -X- _ O
pistola -X- _ O
ang -X- _ O
nakuha -X- _ O
sa -X- _ O
nahitabuan. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
saksi -X- _ O
, -X- _ O
dali -X- _ O
nga -X- _ O
nisibat -X- _ O
ang -X- _ O
tulisan -X- _ O
dala -X- _ O
ang -X- _ O
bag -X- _ O
sa -X- _ O
mag-asawa -X- _ O
nga -X- _ O
aduna'y -X- _ O
sulod -X- _ O
nga -X- _ O
kwarta. -X- _ O
Gisulay -X- _ O
pa -X- _ O
kini -X- _ O
nga -X- _ O
gidam-agan -X- _ O
sa -X- _ O
driver -X- _ O
sa -X- _ O
mga -X- _ O
biktima -X- _ O
, -X- _ O
apan -X- _ O
naka-ikyas -X- _ O
kini. -X- _ O
Nisibat -X- _ O
ang -X- _ O
tulisan -X- _ O
sakay -X- _ O
sa -X- _ O
iyang -X- _ O
motorsiklo -X- _ O
nga -X- _ O
naka-mask -X- _ O
ug -X- _ O
baller -X- _ O
cap. -X- _ O
Sa -X- _ O
pagkakaron -X- _ O
, -X- _ O
gisusi -X- _ O
na -X- _ O
sab -X- _ O
sa -X- _ O
kapulisan -X- _ O
ang -X- _ O
mga -X- _ O
CCTV -X- _ O
camera -X- _ O
sa -X- _ O
dapit -X- _ O
kon -X- _ O
aduna'y -X- _ O
nakakuha -X- _ O
sa -X- _ O
tulisan -X- _ O
ug -X- _ O
sa -X- _ O
hitabo. -X- _ O
Matod -X- _ O
pa -X- _ O
sab -X- _ O
usa -X- _ O
ka -X- _ O
residente -X- _ O
sa -X- _ O
naasoy -X- _ O
nga -X- _ O
lugar -X- _ O
, -X- _ O
aduna'y -X- _ O
kadudahan -X- _ O
nga -X- _ O
lalaki -X- _ O
ang -X- _ O
naghupo-hupo -X- _ O
atbang -X- _ O
sa -X- _ O
balay -X- _ O
sa -X- _ O
magasawa -X- _ O
niadtong -X- _ O
niaging -X- _ O
semana. -X- _ O
Apan -X- _ O
sa -X- _ O
dihang -X- _ O
namatikdan -X- _ O
kini -X- _ O
sa -X- _ O
mga -X- _ O
lumolupyo -X- _ O
, -X- _ O
dali -X- _ O
kini -X- _ O
nga -X- _ O
nidagan. -X- _ O
Nagtuo -X- _ O
sila -X- _ O
nga -X- _ O
aduna -X- _ O
kini -X- _ O
kalambigitan -X- _ O
sa -X- _ O
nahitabo -X- _ O
nga -X- _ O
pagpanulis -X- _ O
ug -X- _ O
pagpamupusil -X- _ O
sa -X- _ O
mag-asawa. -X- _ O
# -X- _ O
NewsBite -X- _ O
| -X- _ O
with -X- _ O
reports -X- _ O
from -X- _ O
Ryan -X- _ O
Sorote -X- _ O
, -X- _ O
DYWC -X- _ O
and -X- _ O
SayriNews -X- _ O
Tanjay -X- _ O

Alang -X- _ O
sa -X- _ O
mga -X- _ O
estudyante -X- _ O
nga -X- _ O
nakasinati -X- _ O
og -X- _ O
krisis -X- _ O
ug -X- _ O
buot -X- _ O
mo-apply -X- _ O
sa -X- _ O
Educational -X- _ O
Assistance -X- _ O
, -X- _ O
palihog -X- _ O
i-scan -X- _ O
ang -X- _ O
BAG-O -X- _ O
NGA -X- _ O
QR -X- _ O
Code -X- _ O
o -X- _ O
i-click -X- _ O
ang -X- _ O
link -X- _ O
alang -X- _ O
sa -X- _ O
inyong -X- _ O
application -X- _ O
https -X- _ O
: -X- _ O
/ -X- _ O
/ -X- _ O
bit.ly -X- _ O
/ -X- _ O
EApplication7 -X- _ O
Paabota -X- _ O
ang -X- _ O
tubag -X- _ O
gikan -X- _ O
sa -X- _ O
DSWD-7 -X- _ B-ORG
pinaagi -X- _ O
sa -X- _ O
text -X- _ O
o -X- _ O
email -X- _ O
kung -X- _ O
asa -X- _ O
ipahigayon -X- _ O
ang -X- _ O
assessment -X- _ O
ug -X- _ O
payout -X- _ O
. -X- _ O

BAHO’G -X- _ O
ILOK -X- _ O
, -X- _ O
WALA'Y -X- _ O
LIGO -X- _ O
DILI -X- _ O
KA-DRIVE -X- _ O
Nagpasa -X- _ O
og -X- _ O
resolusyon -X- _ O
ang -X- _ O
Barangay -X- _ O
Council -X- _ O
sa -X- _ O
Pooc -X- _ B-LOC
sa -X- _ O
Talisay -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Cebu -X- _ I-LOC
nga -X- _ O
nagdili -X- _ O
sa -X- _ O
mga -X- _ O
draybers -X- _ O
kinsa -X- _ O
dili -X- _ O
maayo -X- _ O
og -X- _ O
baho -X- _ O
sa -X- _ O
pagmaneho -X- _ O
og -X- _ O
e-bike -X- _ O

Usa -X- _ O
ka -X- _ O
babaye -X- _ O
ang -X- _ O
nabiktima -X- _ O
sa -X- _ O
pagbinastos -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
lalake -X- _ O
nga -X- _ O
nahitabo -X- _ O
usa -X- _ O
ka -X- _ O
coffee -X- _ O
shop -X- _ O
sa -X- _ O
dakbayan -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
mga -X- _ O
5:30 -X- _ O
sa -X- _ O
hapon -X- _ O
niadtong -X- _ O
Huwebes -X- _ O
, -X- _ O
Setyembre -X- _ O
8 -X- _ O
, -X- _ O
2022. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
biktima -X- _ O
, -X- _ O
samtang -X- _ O
nagpasaka -X- _ O
siya -X- _ O
sa -X- _ O
hagdan -X- _ O
, -X- _ O
ni-aksyon -X- _ O
na -X- _ O
og -X- _ O
hikap -X- _ O
sa -X- _ O
pribadong -X- _ O
parte -X- _ O
sa -X- _ O
iyang -X- _ O
lawas -X- _ O
ang -X- _ O
lalake -X- _ O
apan -X- _ O
iya -X- _ O
kining -X- _ O
nasagang -X- _ O
ug -X- _ O
sa -X- _ O
paa -X- _ O
lang -X- _ O
siya -X- _ O
nahikapan. -X- _ O
Dali -X- _ O
nga -X- _ O
nidalagan -X- _ O
pasaka -X- _ O
ang -X- _ O
biktima -X- _ O
ug -X- _ O
gi-on -X- _ O
ang -X- _ O
camera -X- _ O
aron -X- _ O
mailhan -X- _ O
ang -X- _ O
lalake -X- _ O
, -X- _ O
apan -X- _ O
wala -X- _ O
niya -X- _ O
damha -X- _ O
nga -X- _ O
nikalit -X- _ O
og -X- _ O
saka -X- _ O
ang -X- _ O
lalake -X- _ O
ug -X- _ O
gihikap -X- _ O
ang -X- _ O
pribadong -X- _ O
parte -X- _ O
sa -X- _ O
iyang -X- _ O
lawas. -X- _ O
Na-blotter -X- _ O
na -X- _ O
sa -X- _ O
biktima -X- _ O
ngadto -X- _ O
sa -X- _ O
kapulisan -X- _ O
ang -X- _ O
suspek. -X- _ O
Gitago -X- _ O
sab -X- _ O
ang -X- _ O
pangalan -X- _ O
sa -X- _ O
biktima -X- _ O
subay -X- _ O
sa -X- _ O
hangyo -X- _ O
niini -X- _ O
. -X- _ O

DUMAGUETEÑO -X- _ B-OTHER
GIBALIK -X- _ O
ANG -X- _ O
NAKIT-ANG -X- _ O
$ -X- _ O
7,345 -X- _ O
CANADIAN -X- _ O
DOLLARS -X- _ O
NGADTO -X- _ O
SA -X- _ O
TAG-IYA -X- _ O
Dalaygon -X- _ O
ang -X- _ O
pagkamatinud-anon -X- _ O
ni -X- _ O
Junrey -X- _ B-PER
E. -X- _ I-PER
Cadeliña -X- _ I-PER
, -X- _ O
usa -X- _ O
ka -X- _ O
pastor -X- _ O
ug -X- _ O
tricycle -X- _ O
driver -X- _ O
, -X- _ O
human -X- _ O
iyang -X- _ O
giuli -X- _ O
ang -X- _ O
nakit-ang -X- _ O
$ -X- _ O
7,345 -X- _ O
Canadian -X- _ B-OTHER
dollars -X- _ O
o -X- _ O
mokabat -X- _ O
sa -X- _ O
P304,000 -X- _ O
sa -X- _ O
Philippine -X- _ B-OTHER
pesos -X- _ O
ngadto -X- _ O
sa -X- _ O
tag-iya -X- _ O
nga -X- _ O
usa -X- _ O
ka -X- _ O
local -X- _ O
currency -X- _ O
trader. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
Dumaguete -X- _ B-ORG
City -X- _ I-ORG
Police -X- _ I-ORG
Station -X- _ I-ORG
, -X- _ O
nakit-an -X- _ O
ni -X- _ O
Cadeliña -X- _ B-PER
ang -X- _ O
bugkos -X- _ O
sa -X- _ O
kwarta -X- _ O
sa -X- _ O
kadalanan -X- _ O
sa -X- _ O
Perdices -X- _ B-LOC
Street -X- _ I-LOC
atubangan -X- _ O
sa -X- _ O
Saint -X- _ B-LOC
Catherine -X- _ I-LOC
of -X- _ I-LOC
Alexandria -X- _ I-LOC
Church -X- _ I-LOC
niadtong -X- _ O
Setyembre -X- _ O
6 -X- _ O
, -X- _ O
2022. -X- _ O
Gi-report -X- _ O
ni -X- _ O
Cadeliña -X- _ B-PER
ngadto -X- _ O
sa -X- _ O
kapulisan -X- _ O
ang -X- _ O
iyang -X- _ O
nakit-an -X- _ O
nga -X- _ O
kwarta -X- _ O
ug -X- _ O
giimbestigahan -X- _ O
sab -X- _ O
dayon -X- _ O
kini -X- _ O
sa -X- _ O
awtoridad -X- _ O
aron -X- _ O
mahibal-an -X- _ O
kung -X- _ O
kinsa -X- _ O
ang -X- _ O
tag-iya -X- _ O
niini. -X- _ O
Pagkataod-taod -X- _ O
, -X- _ O
aduna'y -X- _ O
usa -X- _ O
ka -X- _ O
local -X- _ O
currency -X- _ O
trader -X- _ O
ang -X- _ O
niduol -X- _ O
sa -X- _ O
kapulisan -X- _ O
ug -X- _ O
nangayo -X- _ O
og -X- _ O
tabang -X- _ O
aron -X- _ O
makit-an -X- _ O
ang -X- _ O
nawala -X- _ O
niya -X- _ O
nga -X- _ O
kwarta. -X- _ O
Gikompirma -X- _ O
ni -X- _ O
PEMS -X- _ B-ORG
Orlando -X- _ B-PER
E -X- _ I-PER
Gonzaga -X- _ I-PER
ug -X- _ O
PSSg -X- _ B-ORG
Emelyn -X- _ B-PER
D -X- _ I-PER
Piñero -X- _ I-PER
pinaagi -X- _ O
sa -X- _ O
CCTV -X- _ O
footage -X- _ O
gikan -X- _ O
sa -X- _ O
City -X- _ B-LOC
Command -X- _ I-LOC
Center -X- _ I-LOC
nga -X- _ O
naatak -X- _ O
ang -X- _ O
kwarta -X- _ O
gikan -X- _ O
sa -X- _ O
bulsa -X- _ O
sa -X- _ O
maong -X- _ O
trader -X- _ O
samtang -X- _ O
nagmaneho -X- _ O
kini -X- _ O
sa -X- _ O
iyang -X- _ O
motorsiklo. -X- _ O
Nabalik -X- _ O
ang -X- _ O
kinatibuk-ang -X- _ O
kwarta -X- _ O
nga -X- _ O
anaa -X- _ O
sa -X- _ O
$ -X- _ O
7,345 -X- _ O
Canadian -X- _ B-OTHER
Dollars -X- _ O
( -X- _ O
P304,000 -X- _ O
) -X- _ O
sa -X- _ O
tag-iya. -X- _ O
Dako -X- _ O
sab -X- _ O
ang -X- _ O
pagpasalamat -X- _ O
niini -X- _ O
sa -X- _ O
pagkamatinud-anon -X- _ O
ni -X- _ O
Pastor -X- _ O
Cadeliña -X- _ B-PER
ug -X- _ O
sa -X- _ O
gipahigayong -X- _ O
imbestigasyon -X- _ O
sa -X- _ O
kapulisan -X- _ O
. -X- _ O

Abrihon -X- _ O
na'g -X- _ O
balik -X- _ O
sa -X- _ O
Department -X- _ B-ORG
of -X- _ I-ORG
Social -X- _ I-ORG
Welfare -X- _ I-ORG
and -X- _ I-ORG
Development -X- _ I-ORG
( -X- _ I-ORG
DSWD -X- _ I-ORG
) -X- _ I-ORG
- -X- _ I-ORG
Region -X- _ I-ORG
7 -X- _ I-ORG
ang -X- _ O
ONLINE -X- _ O
REGISTRATION -X- _ O
LINK -X- _ O
alang -X- _ O
sa -X- _ O
educational -X- _ O
assistance -X- _ O
sa -X- _ O
alas-12 -X- _ O
sa -X- _ O
udto -X- _ O
karong -X- _ O
Sabado -X- _ O
, -X- _ O
Setyembre -X- _ O
10 -X- _ O
, -X- _ O
2022. -X- _ O
Mosira -X- _ O
kini -X- _ O
kung -X- _ O
makompleto -X- _ O
na -X- _ O
ang -X- _ O
gidaghanon -X- _ O
nga -X- _ O
target -X- _ O
beneficiaries -X- _ O
alang -X- _ O
sa -X- _ O
tibuok -X- _ O
Region -X- _ B-LOC
7. -X- _ I-LOC
Giawhag -X- _ O
sab -X- _ O
sa -X- _ O
DSWD -X- _ B-ORG
nga -X- _ O
dili -X- _ O
na -X- _ O
morehistro -X- _ O
pag-usab -X- _ O
kadtong -X- _ O
mga -X- _ O
nakarehistro -X- _ O
na -X- _ O
tungod -X- _ O
madoble -X- _ O
na -X- _ O
ang -X- _ O
ilang -X- _ O
registration -X- _ O
ug -X- _ O
hatagan -X- _ O
sab -X- _ O
og -X- _ O
higayon -X- _ O
ang -X- _ O
mga -X- _ O
estudyante -X- _ O
nga -X- _ O
naa -X- _ O
sa -X- _ O
krisis -X- _ O
nga -X- _ O
makarehistro -X- _ O
online -X- _ O
. -X- _ O

CEBU -X- _ B-ORG
PACIFIC -X- _ I-ORG
, -X- _ O
NAGTANYAG -X- _ O
OG -X- _ O
₱79 -X- _ O
UG -X- _ O
₱199 -X- _ O
FLIGHTS -X- _ O
SA -X- _ O
ILANG -X- _ O
9.9 -X- _ O
SEAT -X- _ O
SALE -X- _ O
Nagtanyag -X- _ O
ang -X- _ O
Cebu -X- _ B-ORG
Pacific -X- _ I-ORG
og -X- _ O
holiday -X- _ O
" -X- _ O
9.9 -X- _ O
seat -X- _ O
sale -X- _ O
" -X- _ O
uban -X- _ O
sa -X- _ O
domestic -X- _ O
flights -X- _ O
nga -X- _ O
ingon -X- _ O
kaubos -X- _ O
sa -X- _ O
P79 -X- _ O
, -X- _ O
ug -X- _ O
international -X- _ O
flights -X- _ O
nga -X- _ O
ingon -X- _ O
kaubos -X- _ O
sa -X- _ O
P199. -X- _ O
Mao -X- _ O
kini -X- _ O
ang -X- _ O
gianunsyo -X- _ O
sa -X- _ O
airline -X- _ O
niadtong -X- _ O
Huwebes -X- _ O
, -X- _ O
Setyembre -X- _ O
8 -X- _ O
, -X- _ O
2022. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
Cebu -X- _ B-ORG
Pacific -X- _ I-ORG
, -X- _ O
itanyag -X- _ O
ang -X- _ O
maong -X- _ O
seat -X- _ O
sale -X- _ O
sugod -X- _ O
alas-10 -X- _ O
sa -X- _ O
buntag -X- _ O
sa -X- _ O
Setyembre -X- _ O
9 -X- _ O
hangtod -X- _ O
Setyembre -X- _ O
13. -X- _ O
Aduna -X- _ O
kini -X- _ O
travel -X- _ O
period -X- _ O
gikan -X- _ O
Marso -X- _ O
31 -X- _ O
hangtod -X- _ O
Agosto -X- _ O
31 -X- _ O
, -X- _ O
2023. -X- _ O
Ang -X- _ O
pipila -X- _ O
ka -X- _ O
mga -X- _ O
destinasyon -X- _ O
nga -X- _ O
apil -X- _ O
sa -X- _ O
maong -X- _ O
seat -X- _ O
sale -X- _ O
mao -X- _ O
ang -X- _ O
Boracay -X- _ B-LOC
, -X- _ O
Bohol -X- _ B-LOC
, -X- _ O
Siargao -X- _ B-LOC
, -X- _ O
Palawan -X- _ B-LOC
, -X- _ O
ug -X- _ O
Cebu. -X- _ B-LOC
Apil -X- _ O
sab -X- _ O
sa -X- _ O
international -X- _ O
destinations -X- _ O
ang -X- _ O
mga -X- _ O
lugar -X- _ O
sama -X- _ O
sa -X- _ O
Ho -X- _ B-LOC
Chi -X- _ I-LOC
Minh -X- _ I-LOC
ug -X- _ O
Hanoi -X- _ B-LOC
sa -X- _ O
Vietnam -X- _ B-LOC
; -X- _ O
o -X- _ O
Bali -X- _ B-LOC
ug -X- _ O
Jakarta -X- _ B-LOC
sa -X- _ O
Indonesia -X- _ B-LOC
; -X- _ O
o -X- _ O
Kuala -X- _ B-LOC
Lumpur -X- _ I-LOC
ug -X- _ O
