-DOCSTART- -X- O
for -X- _ O
the -X- _ O
Visayas -X- _ O
Paul -X- _ B-PER
Elmer -X- _ I-PER
Clemente -X- _ I-PER
niadtong -X- _ O
Septiyembre -X- _ O
5 -X- _ O
, -X- _ O
2017 -X- _ O
ug -X- _ O
Ombudsman -X- _ O
Conchita -X- _ B-PER
Carpio -X- _ I-PER
Morales -X- _ I-PER
niadtong -X- _ O
Oktubre -X- _ O
12 -X- _ O
, -X- _ O
2017 -X- _ O
. -X- _ O

Ang -X- _ O
mga -X- _ O
kaso -X- _ O
nagsugod -X- _ O
sa -X- _ O
gipasaka -X- _ O
nga -X- _ O
reklamo -X- _ O
ni -X- _ O
kanhi -X- _ O
Dumanjug -X- _ B-ORG
Mayor -X- _ O
Nelson -X- _ B-PER
Garcia -X- _ I-PER
nga -X- _ O
nipasangil -X- _ O
ni -X- _ O
Gica -X- _ B-PER
nga -X- _ O
nibulsa -X- _ O
sa -X- _ O
P10,000 -X- _ O
. -X- _ O

Sa -X- _ O
iyang -X- _ O
reklamo -X- _ O
, -X- _ O
si -X- _ O
Garcia -X- _ B-PER
nipasangil -X- _ O
ni -X- _ O
Gica -X- _ B-PER
nga -X- _ O
niusab -X- _ O
sa -X- _ O
resibo -X- _ O
sa -X- _ O
bayranan -X- _ O
sa -X- _ O
Ding -X- _ B-ORG
Qua -X- _ I-ORG
Qua -X- _ I-ORG
gikan -X- _ O
sa -X- _ O
P11,435 -X- _ O
gihimo -X- _ O
og -X- _ O
P21,435 -X- _ O
ug -X- _ O
gikwestyon -X- _ O
usab -X- _ O
niini -X- _ O
ang -X- _ O
mga -X- _ O
klase -X- _ O
sa -X- _ O
pagkaon -X- _ O
nga -X- _ O
gi-order -X- _ O
. -X- _ O

Ang -X- _ O
suspek -X- _ O
giila -X- _ O
nga -X- _ O
si -X- _ O
Darwin -X- _ B-PER
Berdin -X- _ I-PER
, -X- _ O
47 -X- _ O
, -X- _ O
minyo -X- _ O
, -X- _ O
residente -X- _ O
sa -X- _ O
dapit -X- _ O
. -X- _ O

Matod -X- _ O
ni -X- _ O
Leia -X- _ B-PER
Albiar -X- _ I-PER
, -X- _ O
tigpamaba -X- _ O
sa -X- _ O
PDEA -X- _ B-ORG
7 -X- _ I-ORG
, -X- _ O
napusilan -X- _ O
sa -X- _ O
tiil -X- _ O
si -X- _ O
Berdin -X- _ O
human -X- _ O
nisuway -X- _ O
pagdunggab -X- _ O
sa -X- _ O
ilang -X- _ O
agent -X- _ O
. -X- _ O

Nasakmitan -X- _ O
si -X- _ O
Berdin -X- _ B-PER
og -X- _ O
pito -X- _ O
ka -X- _ O
mga -X- _ O
pakite -X- _ O
sa -X- _ O
shabu -X- _ O
diin -X- _ O
adunay -X- _ O
gibug-aton -X- _ O
nga -X- _ O
0.35 -X- _ O
gramos -X- _ O
ug -X- _ O
nagkantidad -X- _ O
og -X- _ O
P2,000 -X- _ O
. -X- _ O

Nakuha -X- _ O
usab -X- _ O
ang -X- _ O
usa -X- _ O
ka -X- _ O
kutsilyo -X- _ O
nga -X- _ O
maoy -X- _ O
gigamit -X- _ O
ni­ini -X- _ O
pagsuway -X- _ O
pagdunggab -X- _ O
. -X- _ O

Dugang -X- _ O
ni -X- _ O
Albiar -X- _ B-PER
nga -X- _ O
si -X- _ O
Berdin -X- _ B-PER
nailhang -X- _ O
“maldito” -X- _ O
sa -X- _ O
ilang -X- _ O
dapit -X- _ O
. -X- _ O

Hinuon -X- _ O
, -X- _ O
luwas -X- _ O
na -X- _ O
kini -X- _ O
ug -X- _ O
natambalan -X- _ O
na -X- _ O
ang -X- _ O
iyang -X- _ O
samad -X- _ O
. -X- _ O

Makabaligya -X- _ O
kini -X- _ O
og -X- _ O
50-100 -X- _ O
gramos -X- _ O
ang -X- _ O
semana -X- _ O
. -X- _ O

Lakip -X- _ O
sa -X- _ O
baligyaan -X- _ O
niini -X- _ O
ang -X- _ O
mga -X- _ O
Barangay -X- _ B-LOC
Canjulao -X- _ I-LOC
, -X- _ I-LOC
Basak -X- _ I-LOC
ug -X- _ O
Babag -X- _ B-LOC
sa -X- _ O
Lapu-Lapu -X- _ B-LOC
City -X- _ I-LOC
. -X- _ O

Gituohan -X- _ O
sa -X- _ O
kapulisan -X- _ O
sa -X- _ O
dakbayan -X- _ O
sa -X- _ O
Talisay -X- _ B-LOC
nga -X- _ O
ang -X- _ O
naghikog -X- _ O
nga -X- _ O
batan-on -X- _ O
resulta -X- _ O
kini -X- _ O
sa -X- _ O
iyang -X- _ O
problema -X- _ O
sa -X- _ O
utang -X- _ O
busa -X- _ O
nagpakamatay -X- _ O
. -X- _ O

Nahitabo -X- _ O
ang -X- _ O
paghikog -X- _ O
sa -X- _ O
balay -X- _ O
sa -X- _ O
Sitio -X- _ B-LOC
Kimba -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
San -X- _ I-LOC
Roque -X- _ I-LOC
, -X- _ O
dakbayan -X- _ O
sa -X- _ O
Talisay -X- _ B-LOC
niadtong -X- _ O
Biyernes -X- _ O
sa -X- _ O
buntag -X- _ O
. -X- _ O

Matod -X- _ O
ni -X- _ O
SPO1 -X- _ O
Erwin -X- _ B-PER
Carbonquilo -X- _ I-PER
sa -X- _ O
Talisay -X- _ B-ORG
City -X- _ I-ORG
Police -X- _ I-ORG
Station -X- _ I-ORG
nga -X- _ O
nakadawat -X- _ O
silag -X- _ O
tawag -X- _ O
gikan -X- _ O
ni -X- _ O
Franklin -X- _ B-PER
Ortiz -X- _ I-PER
, -X- _ O
anak -X- _ O
sa -X- _ O
amo -X- _ O
ni -X- _ O
Elardo -X- _ B-PER
. -X- _ O

Ang -X- _ O
mga -X- _ O
pulis -X- _ O
nga -X- _ O
nitubag -X- _ O
sa -X- _ O
alarma -X- _ O
nakakuhag -X- _ O
kutsilyo -X- _ O
duol -X- _ O
sa -X- _ O
patayng -X- _ O
lawas -X- _ O
ug -X- _ O
bangko -X- _ O
. -X- _ O

Ang -X- _ O
anak -X- _ O
sa -X- _ O
amo -X- _ O
ni -X- _ O
Elardo -X- _ B-PER
nga -X- _ O
si -X- _ O
Rizalina -X- _ B-PER
Ortiz -X- _ I-PER
maoy -X- _ O
unang -X- _ O
nakakita -X- _ O
sa -X- _ O
patayng -X- _ O
lawas -X- _ O
nga -X- _ O
nagbitay -X- _ O
na -X- _ O
diha -X- _ O
luyo -X- _ O
sa -X- _ O
ilang -X- _ O
balay -X- _ O
. -X- _ O

Gigamit -X- _ O
ang -X- _ O
plastic -X- _ O
straw -X- _ O
ug -X- _ O
ang -X- _ O
tumoy -X- _ O
sa -X- _ O
pisi -X- _ O
sa -X- _ O
puthaw -X- _ O
nga -X- _ O
naa -X- _ O
sa -X- _ O
koral -X- _ O
sa -X- _ O
panimalay -X- _ O
. -X- _ O

Nagkanayon -X- _ O
si -X- _ O
Carbonquilo -X- _ B-PER
nga -X- _ O
sa -X- _ O
wa -X- _ O
pa -X- _ O
kini -X- _ O
naghikog -X- _ O
gustong -X- _ O
kining -X- _ O
mouli -X- _ O
sa -X- _ O
ilang -X- _ O
lugar -X- _ O
apan -X- _ O
gitambagan -X- _ O
siya -X- _ O
sa -X- _ O
iyang -X- _ O
amo -X- _ O
nga -X- _ O
impason -X- _ O
lang -X- _ O
usa -X- _ O
ang -X- _ O
iyang -X- _ O
mga -X- _ O
utang -X- _ O
sa -X- _ O
di -X- _ O
pa -X- _ O
siya -X- _ O
moppauli -X- _ O
. -X- _ O

Ang -X- _ O
kapulisan -X- _ O
sa -X- _ O
Talisay -X- _ B-LOC
ngatuo -X- _ O
nga -X- _ O
aduna -X- _ O
pay -X- _ O
laing -X- _ O
hinungdan -X- _ O
nganung -X- _ O
gusto -X- _ O
mo -X- _ O
uli -X- _ O
ang -X- _ O
nagkapamatay -X- _ O
. -X- _ O

Nagplano -X- _ O
ang -X- _ O
kagamhanan -X- _ O
sa -X- _ O
dakbayan -X- _ O
sa -X- _ O
Talisay -X- _ B-LOC
nga -X- _ O
makatukod -X- _ O
og -X- _ O
pasilidad -X- _ O
alang -X- _ O
niadtong -X- _ O
mga -X- _ O
tawo -X- _ O
nga -X- _ O
nataptan -X- _ O
sa -X- _ O
sakit -X- _ O
nga -X- _ O
HIV -X- _ O
. -X- _ O

Kini -X- _ O
ang -X- _ O
gipahibawo -X- _ O
ni -X- _ O
Dr. -X- _ O
Lino -X- _ B-PER
Alanzado -X- _ I-PER
, -X- _ O
pangulo -X- _ O
sa -X- _ O
City -X- _ B-ORG
Health -X- _ I-ORG
Office -X- _ I-ORG
ug -X- _ O
ni -X- _ O
Dr. -X- _ O
Rey -X- _ B-PER
Ceasar -X- _ I-PER
Bautista -X- _ I-PER
, -X- _ O
pangu -X- _ O
sa -X- _ O
aftercare -X- _ O
program -X- _ O
kinsa -X- _ O
ipaubos -X- _ O
na -X- _ O
sa -X- _ O
pagbansaybansay -X- _ O
ron -X- _ O
mahimo -X- _ O
nang -X- _ O
Social -X- _ O
Hygiene -X- _ O
Clinic -X- _ O
Physician -X- _ O
. -X- _ O

Ang -X- _ O
ila -X- _ O
lang -X- _ O
trabaho -X- _ O
mao -X- _ O
lang -X- _ O
ang -X- _ O
pag-monitor -X- _ O
sa -X- _ O
mga -X- _ O
pasyente -X- _ O
nga -X- _ O
taga -X- _ O
Talisay -X- _ B-LOC
o -X- _ O
ba -X- _ O
ka -X- _ O
pagpainom -X- _ O
og -X- _ O
tambal -X- _ O
. -X- _ O

Gibutyag -X- _ O
ni -X- _ O
Bautista -X- _ B-PER
nga -X- _ O
ang -X- _ O
ilang -X- _ O
buhatan -X- _ O
naa -X- _ O
mahimutang -X- _ O
sa -X- _ O
Poblacion -X- _ B-LOC
Health -X- _ I-LOC
Center -X- _ I-LOC
su­kad -X- _ O
pa -X- _ O
niadtong -X- _ O
1984 -X- _ O
. -X- _ O

Samta -X- _ O
, -X- _ O
ng -X- _ O
aduna -X- _ O
silay -X- _ O
95 -X- _ O
ka -X- _ O
pasyente -X- _ O
apan -X- _ O
nagdumili -X- _ O
lang -X- _ O
una -X- _ O
sila -X- _ O
sa -X- _ O
pagbutyag -X- _ O
pila -X- _ O
na -X- _ O
ang -X- _ O
ilang -X- _ O
natala -X- _ O
nga -X- _ O
adunay -X- _ O
AIDS -X- _ O
. -X- _ O

Gipasabot -X- _ O
ni -X- _ O
Bautista -X- _ B-PER
ang -X- _ O
sakit -X- _ O
nga -X- _ O
HIV -X- _ O
makuha -X- _ O
sa -X- _ O
pagkighilawas -X- _ O
sa -X- _ O
samang -X- _ O
pagkatawo -X- _ O
, -X- _ O
di -X- _ O
luwas -X- _ O
nga -X- _ O
pakighilawas -X- _ O
o -X- _ O
way -X- _ O
condom -X- _ O
nga -X- _ O
gigamit -X- _ O
og -X- _ O
magpulipuli -X- _ O
og -X- _ O
gamit -X- _ O
sa -X- _ O
injection -X- _ O
alang -X- _ O
sa -X- _ O
paggamit -X- _ O
sa -X- _ O
drugas -X- _ O
. -X- _ O

Nagkanayon -X- _ O
si -X- _ O
Bautista -X- _ B-PER
nga -X- _ O
ang -X- _ O
bintaha -X- _ O
kon -X- _ O
anaa -X- _ O
sila -X- _ O
sa -X- _ O
Talisay -X- _ B-LOC
ang -X- _ O
motambal -X- _ O
ug -X- _ O
moatiman -X- _ O
aron -X- _ O
di -X- _ O
na -X- _ O
kinahanglan -X- _ O
nga -X- _ O
moadto -X- _ O
sa -X- _ O
VSMMC -X- _ B-ORG
. -X- _ O

Ang -X- _ O
kapulisan -X- _ O
nihimo -X- _ O
og -X- _ O
check­­point -X- _ O
sa -X- _ O
Rabaya -X- _ B-LOC
St. -X- _ I-LOC
, -X- _ I-LOC
Bara­ngay -X- _ I-LOC
Tanke -X- _ I-LOC
, -X- _ O
dakbayan -X- _ O
sa -X- _ O
Talisay -X- _ B-LOC
niadtong -X- _ O
Sabado -X- _ O
sa -X- _ O
gabii -X- _ O
. -X- _ O

Ang -X- _ O
nadakpan -X- _ O
giila -X- _ O
nga -X- _ O
si -X- _ O
Dexter -X- _ B-PER
Ian -X- _ I-PER
Garcia -X- _ I-PER
alyas -X- _ O
Mark -X- _ B-OTHER
, -X- _ O
32 -X- _ O
, -X- _ O
taga -X- _ O
Sitio -X- _ B-LOC
Bakay -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Tulay -X- _ I-LOC
, -X- _ O
lungsod -X- _ O
sa -X- _ O
Minglanilla -X- _ B-LOC
. -X- _ O

Nasayran -X- _ O
ang -X- _ O
kapulisan -X- _ O
pinanguluhan -X- _ O
ni -X- _ O
SPO4 -X- _ O
Frederick -X- _ B-PER
Larrobis -X- _ I-PER
ug -X- _ O
mga -X- _ O
kaubanan -X- _ O
nga -X- _ O
nipahigayon -X- _ O
og -X- _ O
checkpoint -X- _ O
sa -X- _ O
dapit -X- _ O
. -X- _ O

Sa -X- _ O
dihang -X- _ O
nasita -X- _ O
ang -X- _ O
suspek -X- _ O
ug -X- _ O
nabantayan -X- _ O
nga -X- _ O
adunay -X- _ O
gipasok -X- _ O
sa -X- _ O
iyang -X- _ O
hawak -X- _ O
. -X- _ O

Didto -X- _ O
ilang -X- _ O
nakita -X- _ O
ang -X- _ O
mga -X- _ O
shabu -X- _ O
paraphernalia -X- _ O
sama -X- _ O
sa -X- _ O
disposable -X- _ O
lighter -X- _ O
, -X- _ O
usa -X- _ O
ka -X- _ O
tooter -X- _ O
ug -X- _ O
tulo -X- _ O
ka -X- _ O
tin -X- _ O
foil -X- _ O
. -X- _ O

Hinuon -X- _ O
, -X- _ O
giangkon -X- _ O
sa -X- _ O
dinakpan -X- _ O
nga -X- _ O
padung -X- _ O
unta -X- _ O
siya -X- _ O
mopalit -X- _ O
og -X- _ O
drugas -X- _ O
. -X- _ O

Karong -X- _ O
adlawa -X- _ O
ang -X- _ O
gikatakfa -X- _ O
nang -X- _ O
pasakaan -X- _ O
og -X- _ O
tukmang -X- _ O
kaso -X- _ O
sa -X- _ O
kapulisan -X- _ O
. -X- _ O

Matod -X- _ O
niya -X- _ O
nga -X- _ O
problema -X- _ O
karon -X- _ O
sa -X- _ O
mag-uuma -X- _ O
mao -X- _ O
ang -X- _ O
abuno -X- _ O
sanglit -X- _ O
nag-anam -X- _ O
og -X- _ O
kamahal -X- _ O
ang -X- _ O
presyo -X- _ O
ug -X- _ O
ang -X- _ O
dakong -X- _ O
hagit -X- _ O
usab -X- _ O
sa -X- _ O
ordinaryong -X- _ O
mga -X- _ O
mananagat -X- _ O
mao -X- _ O
ang -X- _ O
ilang -X- _ O
kompetensya -X- _ O
nga -X- _ O
dagko -X- _ O
nga -X- _ O
mga -X- _ O
fishing -X- _ O
boat -X- _ O
. -X- _ O

Si -X- _ O
Benjamin -X- _ B-PER
Santos -X- _ I-PER
, -X- _ O
chairman -X- _ O
sa -X- _ O
LMP -X- _ B-ORG
, -X- _ O
nibutyag -X- _ O
nga -X- _ O
ang -X- _ O
ilang -X- _ O
organisasyon -X- _ O
wala -X- _ O
nag-limit -X- _ O
ngadto -X- _ O
sa -X- _ O
mga -X- _ O
mag-uuma -X- _ O
o -X- _ O
mananagat -X- _ O
kon -X- _ O
dili -X- _ O
apil -X- _ O
kadtong -X- _ O
mga -X- _ O
tawo -X- _ O
nga -X- _ O
nanginabuhi -X- _ O
pinaagi -X- _ O
sa -X- _ O
pagbugwal -X- _ O
sa -X- _ O
yuta -X- _ O
. -X- _ O

Nakita -X- _ O
usab -X- _ O
ni -X- _ O
Santos -X- _ O
nga -X- _ O
gawas -X- _ O
sa -X- _ O
abuno -X- _ O
, -X- _ O
nalupig -X- _ O
ang -X- _ O
mga -X- _ O
sakayan -X- _ O
sa -X- _ O
dagkong -X- _ O
fishing -X- _ O
vessel -X- _ O
, -X- _ O
ang -X- _ O
problema -X- _ O
sa -X- _ O
health -X- _ O
care -X- _ O
maoy -X- _ O
nagpasulabi -X- _ O
ug -X- _ O
ang -X- _ O
edukasyon -X- _ O
. -X- _ O

Tinguha -X- _ O
sa -X- _ O
LMP -X- _ B-ORG
nga -X- _ O
maha­tagan -X- _ O
og -X- _ O
health -X- _ O
care -X- _ O
ang -X- _ O
mga -X- _ O
mag-uuma -X- _ O
ug -X- _ O
mananagat -X- _ O
ug -X- _ O
mahatagan -X- _ O
og -X- _ O
libreng -X- _ O
edukasyon -X- _ O
pinaagi -X- _ O
sa -X- _ O
ilang -X- _ O
scholarship -X- _ O
bisan -X- _ O
usa -X- _ O
lang -X- _ O
sa -X- _ O
ilang -X- _ O
mga -X- _ O
anak -X- _ O
nga -X- _ O
labing -X- _ O
utokan -X- _ O
. -X- _ O

Mahimong -X- _ O
makontak -X- _ O
ang -X- _ O
LMP -X- _ B-ORG
pinaagi -X- _ O
sa -X- _ O
0995-3293-167 -X- _ O
alang -X- _ O
sa -X- _ O
pagpangayo -X- _ O
og -X- _ O
dugang -X- _ O
detalye -X- _ O
diin -X- _ O
sa -X- _ O
ilang -X- _ O
assembly -X- _ O
ang -X- _ O
mga -X- _ O
chapter -X- _ O
presi­dent -X- _ O
gihatagan -X- _ O
og -X- _ O
libreng -X- _ O
cellphone -X- _ O
. -X- _ O

Alas -X- _ O
3:55 -X- _ O
sa -X- _ O
kaadlawon -X- _ O
, -X- _ O
dihang -X- _ O
aduna’y -X- _ O
wala -X- _ O
pa -X- _ O
mailhi -X- _ O
nga -X- _ O
tawo -X- _ O
nga -X- _ O
niduol -X- _ O
kang -X- _ O
Lawas -X- _ B-PER
. -X- _ O

Nibunot -X- _ O
kini -X- _ O
og -X- _ O
armas -X- _ O
ug -X- _ O
gipusil -X- _ O
ang -X- _ O
biktima -X- _ O
sa -X- _ O
luyo -X- _ O
sa -X- _ O
ulo -X- _ O
niini -X- _ O
. -X- _ O

Matod -X- _ O
ni -X- _ O
PO2 -X- _ O
Tajer -X- _ B-PER
Rajab -X- _ I-PER
sa -X- _ O
Minglanilla -X- _ B-LOC
Police -X- _ I-LOC
nga -X- _ O
aduna’y -X- _ O
pipila -X- _ O
nga -X- _ O
nakakita -X- _ O
sa -X- _ O
insidente -X- _ O
ang -X- _ O
nisuway -X- _ O
pagdakop -X- _ O
sa -X- _ O
suspetsado -X- _ O
apan -X- _ O
nakadagan -X- _ O
kini -X- _ O
. -X- _ O

Giklaro -X- _ O
sa -X- _ O
Ormoc -X- _ B-ORG
City -X- _ I-ORG
Police -X- _ I-ORG
Office -X- _ I-ORG
nga -X- _ O
dili -X- _ O
tinuod -X- _ O
ang -X- _ O
nigawas -X- _ O
nga -X- _ O
mga -X- _ O
‘report’ -X- _ O
o -X- _ O
post -X- _ O
sa -X- _ O
Facebook -X- _ B-OTHER
mahitungod -X- _ O
sa -X- _ O
giingong -X- _ O
grupo -X- _ O
sa -X- _ O
kalalakihan -X- _ O
gikan -X- _ O
sa -X- _ O
Manila -X- _ B-LOC
nga -X- _ O
naa -X- _ O
sa -X- _ O
Ormoc -X- _ B-LOC
aron -X- _ O
mangidnap -X- _ O
og -X- _ O
mga -X- _ O
batan-on -X- _ O
ug -X- _ O
gwapa -X- _ O
. -X- _ O

Matod -X- _ O
ni -X- _ O
P -X- _ O
/ -X- _ O
Supt. -X- _ O
Elma -X- _ B-PER
Delos -X- _ I-PER
Santos -X- _ I-PER
, -X- _ O
spokesperson -X- _ O
sa -X- _ O
OCPO -X- _ B-ORG
, -X- _ O
di -X- _ O
tinuod -X- _ O
ang -X- _ O
report -X- _ O
. -X- _ O

Wa -X- _ O
usab -X- _ O
report -X- _ O
nga -X- _ O
dunay -X- _ O
gipangdagit -X- _ O
sa -X- _ O
laing -X- _ O
lugar -X- _ O
sama -X- _ O
sa -X- _ O
Tinag-an -X- _ B-LOC
ug -X- _ O
Merida -X- _ B-LOC
. -X- _ O

Dunay -X- _ O
daghang -X- _ O
share -X- _ O
, -X- _ O
react -X- _ O
ug -X- _ O
comment -X- _ O
ang -X- _ O
post -X- _ O
apan -X- _ O
wa -X- _ O
masayri -X- _ O
diin -X- _ O
kini -X- _ O
gikan -X- _ O
. -X- _ O

Niadtong -X- _ O
Nobiyembre -X- _ O
18 -X- _ O
, -X- _ O
2012 -X- _ O
, -X- _ O
migawas -X- _ O
usab -X- _ O
ang -X- _ O
post -X- _ O
apan -X- _ O
nasayran -X- _ O
nga -X- _ O
di -X- _ O
gihapon -X- _ O
tinuod -X- _ O
. -X- _ O

Pormal -X- _ O
nang -X- _ O
gisugdan -X- _ O
kagahapon -X- _ O
ang -X- _ O
upat -X- _ O
ka -X- _ O
adlaw -X- _ O
ug -X- _ O
katapusang -X- _ O
tigum -X- _ O
sa -X- _ O
Association -X- _ B-ORG
of -X- _ I-ORG
Southeast -X- _ I-ORG
Asian -X- _ I-ORG
Nations -X- _ I-ORG
( -X- _ I-ORG
ASEAN -X- _ I-ORG
) -X- _ I-ORG
Senior -X- _ B-ORG
Officials’ -X- _ I-ORG
and -X- _ I-ORG
Ministers -X- _ I-ORG
( -X- _ I-ORG
SOM -X- _ I-ORG
) -X- _ I-ORG
meeting -X- _ O
nga -X- _ O
gihimo -X- _ O
sa -X- _ O
lungsod -X- _ O
sa -X- _ O
Panglao -X- _ B-LOC
hangtod -X- _ O
Nobiyembre -X- _ O
29 -X- _ O
, -X- _ O
2017 -X- _ O
. -X- _ O

Kini -X- _ O
ang -X- _ O
ikaupat -X- _ O
na -X- _ O
nga -X- _ O
higayon -X- _ O
nga -X- _ O
napili -X- _ O
ang -X- _ O
Bohol -X- _ B-LOC
sa -X- _ O
ASEAN -X- _ B-ORG
NOC -X- _ I-ORG
( -X- _ I-ORG
National -X- _ I-ORG
Organizing -X- _ I-ORG
Committee -X- _ I-ORG
) -X- _ I-ORG
alang -X- _ O
sa -X- _ O
mga -X- _ O
ASEAN -X- _ B-ORG
meeting -X- _ O
hinungdan -X- _ O
nga -X- _ O
mas -X- _ O
gihugtan -X- _ O
pa -X- _ O
ang -X- _ O
seguridad -X- _ O
sa -X- _ O
probinsiya -X- _ O
. -X- _ O

Di -X- _ O
mominus -X- _ O
3,700 -X- _ O
ka -X- _ O
mga -X- _ O
security -X- _ O
task -X- _ O
force -X- _ O
gikan -X- _ O
sa -X- _ O
nagkadaiyang -X- _ O
mga -X- _ O
ahensya -X- _ O
ang -X- _ O
gipakatap -X- _ O
karon -X- _ O
sa -X- _ O
probinsiya -X- _ O
sa -X- _ O
Bohol -X- _ B-LOC
ilabina -X- _ O
sa -X- _ O
lungsod -X- _ O
sa -X- _ O
Panglao -X- _ B-LOC
nga -X- _ O
gipangulohan -X- _ O
ni -X- _ O
Police -X- _ B-ORG
Regional -X- _ I-ORG
Office -X- _ I-ORG
( -X- _ I-ORG
PRO -X- _ I-ORG
) -X- _ I-ORG
7 -X- _ I-ORG
Director -X- _ O
Jose -X- _ B-PER
Mario -X- _ I-PER
Espino -X- _ I-PER
aron -X- _ O
pagseguro -X- _ O
nga -X- _ O
hapsay -X- _ O
ug -X- _ O
linaw -X- _ O
nga -X- _ O
ASEAN -X- _ B-ORG
meeting -X- _ O
. -X- _ O

Parehong -X- _ O
wala -X- _ O
ang -X- _ O
duha -X- _ O
sa -X- _ O
awards -X- _ O
night -X- _ O
ug -X- _ O
mi-ugong -X- _ O
dayon -X- _ O
ang -X- _ O
tsika -X- _ O
nga -X- _ O
ilang -X- _ O
gi-isnab -X- _ O
ang -X- _ O
imbitasyon -X- _ O
. -X- _ O

Apan -X- _ O
adunay -X- _ O
valid -X- _ O
reason -X- _ O
si -X- _ O
Solenn -X- _ B-PER
kay -X- _ O
nasa -X- _ O
Australia -X- _ O
siya -X- _ O
niadtong -X- _ O
higayon -X- _ O
aron -X- _ O
pagtambong -X- _ O
sa -X- _ O
kasal -X- _ O
sa -X- _ O
iyang -X- _ O
igsuong -X- _ O
si -X- _ O
Erwan -X- _ B-PER
Heussaff -X- _ I-PER
ngadto -X- _ O
kang -X- _ O
Anne -X- _ B-PER
Curtis -X- _ I-PER
ug -X- _ O
pinaagi -X- _ O
sa -X- _ O
iyang -X- _ O
social -X- _ O
media -X- _ O
account -X- _ O
sa -X- _ O
dihang -X- _ O
nahibawo -X- _ O
nga -X- _ O
nominado -X- _ O
nagpasalamat -X- _ O
dayon -X- _ O
siya -X- _ O
ingon -X- _ O
man -X- _ O
si -X- _ O
Rhian -X- _ B-PER
. -X- _ O

Sa -X- _ O
bahin -X- _ O
ni -X- _ O
Rhian -X- _ B-PER
wala -X- _ O
siya -X- _ O
sa -X- _ O
entourage -X- _ O
sa -X- _ O
kasal -X- _ O
ni -X- _ O
Erwan -X- _ B-PER
ug -X- _ O
Anne -X- _ B-PER
pero -X- _ O
may -X- _ O
dakong -X- _ O
commitment -X- _ O
naman -X- _ O
siya -X- _ O
that -X- _ O
night -X- _ O
nga -X- _ O
dili -X- _ O
puwedeng -X- _ O
di -X- _ O
siya -X- _ O
mo-attend -X- _ O
. -X- _ O

So -X- _ O
ang -X- _ O
gihimo -X- _ O
ni -X- _ O
Rhian -X- _ O
nihunong -X- _ O
sila -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
restaurant -X- _ O
og -X- _ O
nangaon -X- _ O
kauban -X- _ O
ang -X- _ O
staff -X- _ O
and -X- _ O
artists -X- _ O
ng -X- _ O
“Fallback” -X- _ O
. -X- _ O

Paggawas -X- _ O
nila -X- _ O
sa -X- _ O
NLEX -X- _ B-LOC
, -X- _ O
mas -X- _ O
sobrang -X- _ O
traffic -X- _ O
pa -X- _ O
ang -X- _ O
ilang -X- _ O
gisagubang -X- _ O
sa -X- _ O
EDSA -X- _ B-LOC
maong -X- _ O
imposibleng -X- _ O
jud -X- _ O
nga -X- _ O
makahabol -X- _ O
pa -X- _ O
sila -X- _ O
sa -X- _ O
Star -X- _ B-ORG
Awards -X- _ I-ORG
. -X- _ O

Maayo -X- _ O
na -X- _ O
lang -X- _ O
gani -X- _ O
kay -X- _ O
kasaligan -X- _ O
kaayo -X- _ O
ang -X- _ O
mga -X- _ O
fans -X- _ O
ni -X- _ O
Rhian -X- _ O
ilabi -X- _ O
na -X- _ O
ang -X- _ O
Cyberhians -X- _ O
pinaagi -X- _ O
sa -X- _ O
ilang -X- _ O
leader -X- _ O
nga -X- _ O
si -X- _ O
Lec-Lec -X- _ O
og -X- _ O
nakarating -X- _ O
kang -X- _ O
Rhian -X- _ O
ang -X- _ O
iyang -X- _ O
trophy -X- _ O
pagka-ugma -X- _ O
. -X- _ O

Sa -X- _ O
tan-aw -X- _ O
ko -X- _ O
usa -X- _ O
ka -X- _ O
de-kalibreng -X- _ O
istorya -X- _ O
ug -X- _ O
matinding -X- _ O
role -X- _ O
ang -X- _ O
gikinahanglan -X- _ O
ni -X- _ O
Rhian -X- _ O
para -X- _ O
magawas -X- _ O
ang -X- _ O
nakatago -X- _ O
pa -X- _ O
niyang -X- _ O
acting -X- _ O
ability -X- _ O
. -X- _ O

Naestablisar -X- _ O
sa -X- _ O
kapulisan -X- _ O
ang -X- _ O
motibo -X- _ O
ug -X- _ O
utok -X- _ O
sa -X- _ O
pagpatay -X- _ O
. -X- _ O

Ang -X- _ O
nasikop -X- _ O
giila -X- _ O
nga -X- _ O
si -X- _ O
Jimmy -X- _ O
Largo -X- _ O
, -X- _ O
41 -X- _ O
, -X- _ O
taga -X- _ O
Ermita -X- _ O
, -X- _ O
siyudad -X- _ O
sa -X- _ O
Sugbo -X- _ O
, -X- _ O
kanhi -X- _ O
tawo -X- _ O
ni -X- _ O
Rupinta -X- _ O
nga -X- _ O
positibong -X- _ O
gitudlo -X- _ O
ni -X- _ O
Jocelyn -X- _ O
Mendoza -X- _ O
, -X- _ O
live-in -X- _ O
partner -X- _ O
