-DOCSTART- -X- O
Oriental -X- _ I-LOC
ug -X- _ O
botante -X- _ O
ka -X- _ O
dinhi -X- _ O
, -X- _ O
unsay -X- _ O
imong -X- _ O
opinion -X- _ O
? -X- _ O
Pabor -X- _ O
ka -X- _ O
ba -X- _ O
nga -X- _ O
ipostpone -X- _ O
ang -X- _ O
piniliay -X- _ O
sa -X- _ O
Barangay -X- _ O
ug -X- _ O
Sangguniang -X- _ O
Kabataan -X- _ O
sud -X- _ O
sa -X- _ O
1 -X- _ O
ngadto -X- _ O
sa -X- _ O
3 -X- _ O
ka -X- _ O
bulan -X- _ O
sukad -X- _ O
sa -X- _ O
Oktubre -X- _ O
30 -X- _ O
, -X- _ O
2023 -X- _ O
? -X- _ O
Kon -X- _ O
pabor -X- _ O
ka -X- _ O
, -X- _ O
palihog -X- _ O
pindota -X- _ O
ang -X- _ O
HEART -X- _ O
sign. -X- _ O
Apan -X- _ O
kon -X- _ O
dili -X- _ O
ka -X- _ O
uyon -X- _ O
nga -X- _ O
ipostpone -X- _ O
ang -X- _ O
BSKE -X- _ B-MISC
pindota -X- _ O
ang -X- _ O
TUMBS-UP -X- _ O
sign. -X- _ O
Mas -X- _ O
maayo -X- _ O
kon -X- _ O
inyong -X- _ O
suportahan -X- _ O
sa -X- _ O
inyong -X- _ O
katarungan -X- _ O
sa -X- _ O
commen -X- _ O
box. -X- _ O
Salamat -X- _ O
sa -X- _ O
pagsalmot. -X- _ O
# -X- _ O
Postponement -X- _ O
# -X- _ O
BSKE2023 -X- _ O
# -X- _ O
PaborVsKontra -X- _ O
# -X- _ O
Survey -X- _ O

Daw -X- _ O
hingpit -X- _ O
na -X- _ O
ang -X- _ O
hukom -X- _ O
sa -X- _ O
Senado -X- _ B-ORG
nga -X- _ O
nagduso -X- _ O
sa -X- _ O
COMELEC -X- _ B-ORG
nga -X- _ O
i-postpone -X- _ O
ang -X- _ O
Barangay -X- _ B-MISC
ug -X- _ I-MISC
SK -X- _ I-MISC
Elections -X- _ I-MISC
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
sa -X- _ O
Oktubre -X- _ O
30 -X- _ O
, -X- _ O
2023. -X- _ O
Unsay -X- _ O
kahay -X- _ O
epekto -X- _ O
kon -X- _ O
ioktaba -X- _ O
ang -X- _ O
piniiay -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
sa -X- _ O
Okturbe -X- _ O
30 -X- _ O
? -X- _ O

Angay -X- _ O
ba -X- _ O
nga -X- _ O
ipa-imbestigar -X- _ O
sa -X- _ O
Senado -X- _ B-ORG
ang -X- _ O
controversial -X- _ O
nga -X- _ O
joint -X- _ O
venture -X- _ O
agreement -X- _ O
( -X- _ O
JVA -X- _ O
) -X- _ O
tali -X- _ O
sa -X- _ O
Dumaguete -X- _ B-ORG
City -X- _ I-ORG
Water -X- _ I-ORG
District -X- _ I-ORG
ug -X- _ O
sa -X- _ O
Metro -X- _ B-ORG
Pacific -X- _ I-ORG
Water -X- _ I-ORG
Corporation -X- _ I-ORG
? -X- _ O

SUNOG -X- _ O
SA -X- _ O
BANTAYAN -X- _ B-LOC
, -X- _ I-LOC
DUMAGUETE -X- _ I-LOC
CITY -X- _ I-LOC
KARONG -X- _ O
ADLAWA -X- _ O
, -X- _ O
MAYO -X- _ O
9 -X- _ O
, -X- _ O
2023. -X- _ O
NASUNOG -X- _ O
ANG -X- _ O
BODEGA -X- _ O
SA -X- _ O
GOLDEN -X- _ B-ORG
RULE -X- _ I-ORG
UG -X- _ O
ANG -X- _ O
BALAY -X- _ O
SA -X- _ O
TAG-IYA -X- _ O
SA -X- _ O
GOLDEN -X- _ B-ORG
RULE. -X- _ I-ORG
# -X- _ O
DakongSunog -X- _ O
# -X- _ O
udtongtutok -X- _ O
# -X- _ O
Bantayan -X- _ O

Unsay -X- _ O
inyong -X- _ O
ikasulti -X- _ O
sa -X- _ O
gibuhat -X- _ O
sa -X- _ O
Acting -X- _ O
Provincial -X- _ O
Director -X- _ O
sa -X- _ O
NOPPO -X- _ B-ORG
( -X- _ O
Negros -X- _ B-ORG
Oriental -X- _ I-ORG
Provincial -X- _ I-ORG
Police -X- _ I-ORG
Office -X- _ I-ORG
) -X- _ O
nga -X- _ O
nangayog -X- _ O
pasaylo -X- _ O
sa -X- _ O
katawhan -X- _ O
human -X- _ O
himoang -X- _ O
itoy -X- _ O
sa -X- _ O
mga -X- _ O
pulitiko -X- _ O
ang -X- _ O
mga -X- _ O
pulis -X- _ O
kaniadto -X- _ O
? -X- _ O
Hangtod -X- _ O
asa -X- _ O
makabarog -X- _ O
ang -X- _ O
liderato -X- _ O
sa -X- _ O
mga -X- _ O
pahalipay -X- _ O
gikan -X- _ O
sa -X- _ O
mga -X- _ O
pulitiko -X- _ O
labi -X- _ O
na -X- _ O
naglingkod -X- _ O
sa -X- _ O
puwesto -X- _ O
o -X- _ O
suod -X- _ O
sa -X- _ O
luwag -X- _ O
? -X- _ O
# -X- _ O
BasonLamang -X- _ O
# -X- _ O
LumangTugtugin -X- _ O

Unsay -X- _ O
inyong -X- _ O
ikasulti -X- _ O
sa -X- _ O
pahibalo -X- _ O
sa -X- _ O
World -X- _ B-ORG
Health -X- _ I-ORG
Organization -X- _ I-ORG
nga -X- _ O
nagtangtang -X- _ O
sa -X- _ O
COVID-19 -X- _ B-MISC
isip -X- _ O
kahadlokang -X- _ O
sakit -X- _ O
? -X- _ O

Wa -X- _ O
na -X- _ O
kahay -X- _ O
kahigayonan -X- _ O
nga -X- _ O
makab-ot -X- _ O
pa -X- _ O
ang -X- _ O
hustisya -X- _ O
sa -X- _ O
gipatay -X- _ O
nga -X- _ O
magsisibya -X- _ O
nga -X- _ O
si -X- _ O
Rex -X- _ B-PER
Cornelio -X- _ I-PER
Pepino -X- _ I-PER
? -X- _ O

Unsay -X- _ O
rason -X- _ O
nga -X- _ O
ang -X- _ O
uban -X- _ O
modangop -X- _ O
sa -X- _ O
fixers -X- _ O
? -X- _ O

Init -X- _ O
ba -X- _ O
? -X- _ O
Way -X- _ O
problema. -X- _ O
diri -X- _ O
ta -X- _ O
magpabugnaw. -X- _ O
# -X- _ O
Labada -X- _ O
# -X- _ O
SubaSaPalinpinon -X- _ O
# -X- _ O
BugnawPasRelasyonNinyo -X- _ O

Tinuod -X- _ O
ba -X- _ O
nga -X- _ O
mitukar -X- _ O
na -X- _ O
sab -X- _ O
ang -X- _ O
mga -X- _ O
fixers -X- _ O
sa -X- _ O
pantalan -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
? -X- _ O
Kamo -X- _ O
ba -X- _ O
biktima -X- _ O
sa -X- _ O
mga -X- _ O
fixers -X- _ O
? -X- _ O
Unsa -X- _ O
inyong -X- _ O
gihimo -X- _ O
? -X- _ O

Kon -X- _ O
kamo -X- _ O
ang -X- _ O
pangutan-on -X- _ O
, -X- _ O
sa -X- _ O
halos -X- _ O
1 -X- _ O
year -X- _ O
sa -X- _ O
puwesto -X- _ O
ni -X- _ O
PBBM -X- _ B-PER
, -X- _ O
naa -X- _ O
na -X- _ O
Bay -X- _ O
natuman -X- _ O
sa -X- _ O
iyang -X- _ O
mga -X- _ O
gisaad -X- _ O
? -X- _ O

Sa -X- _ O
pagsaulog -X- _ O
sa -X- _ O
ika-121 -X- _ O
nga -X- _ O
Labor -X- _ B-MISC
Day -X- _ I-MISC
sa -X- _ O
Lunes -X- _ O
, -X- _ O
May -X- _ O
1 -X- _ O
, -X- _ O
unsa -X- _ O
gilauman -X- _ O
sa -X- _ O
mga -X- _ O
mamumuo -X- _ O
sa -X- _ O
pribadong -X- _ O
sektor -X- _ O
? -X- _ O

Unsaon -X- _ O
nga -X- _ O
makalikay -X- _ O
sa -X- _ O
askidente -X- _ O
sa -X- _ O
kadalanan -X- _ O
? -X- _ O
Usay -X- _ O
sagad -X- _ O
nga -X- _ O
hinungdan -X- _ O
sa -X- _ O
aksidente -X- _ O
sa -X- _ O
karsada -X- _ O
? -X- _ O

Rehistrado -X- _ O
na -X- _ O
ba -X- _ O
ang -X- _ O
imong -X- _ O
sim -X- _ O
card -X- _ O
? -X- _ O
Hangtod -X- _ O
Abril -X- _ O
26 -X- _ O
nalang. -X- _ O
Abril -X- _ O
27 -X- _ O
di -X- _ O
na -X- _ O
magamit -X- _ O
ang -X- _ O
sim -X- _ O
card -X- _ O
nga -X- _ O
dili -X- _ O
rehistrado -X- _ O
. -X- _ O

Pabor -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
ipostpone -X- _ O
ang -X- _ O
Barangay -X- _ B-MISC
ug -X- _ I-MISC
SK -X- _ I-MISC
Elections -X- _ I-MISC
tungod -X- _ O
kuno -X- _ O
sa -X- _ O
kainit -X- _ O
sa -X- _ O
pulitika -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
? -X- _ O
Angay -X- _ O
ba -X- _ O
nga -X- _ O
ipailawom -X- _ O
sa -X- _ O
Martial -X- _ B-MISC
Law -X- _ I-MISC
ang -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
gumikan -X- _ O
sa -X- _ O
kagubot -X- _ O
sa -X- _ O
pulitika -X- _ O
? -X- _ O
Gubot -X- _ O
ba -X- _ O
gyod -X- _ O
diay -X- _ O
ang -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
? -X- _ O

LOOK -X- _ O
: -X- _ O
Nagbanig -X- _ O
ang -X- _ O
bokya -X- _ O
sa -X- _ O
Jugno -X- _ B-LOC
, -X- _ I-LOC
Amlan -X- _ I-LOC
# -X- _ O
Dikya -X- _ O
# -X- _ O
Makati -X- _ O

LOOK -X- _ O
: -X- _ O
Isturbo -X- _ O
ngayon -X- _ O
ang -X- _ O
mga -X- _ O
dikya -X- _ O
sa -X- _ O
mga -X- _ O
beach -X- _ O
goers -X- _ O
sa -X- _ O
Barangay -X- _ B-LOC
Jugno -X- _ I-LOC
, -X- _ I-LOC
Amlan -X- _ I-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC
. -X- _ O

TAN-AWAN -X- _ O
: -X- _ O
Nag-ulan -X- _ O
og -X- _ O
ice -X- _ O
sa -X- _ O
Mabinay -X- _ B-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental. -X- _ I-LOC
Milungtad -X- _ O
ang -X- _ O
pag-ulan -X- _ O
sa -X- _ O
sud -X- _ O
sa -X- _ O
20 -X- _ O
minutos. -X- _ O
Video -X- _ O
courtesy -X- _ O
: -X- _ O
Arlene -X- _ O
Engreso -X- _ O

Kon -X- _ O
nagsunod -X- _ O
mo -X- _ O
sa -X- _ O
Senate -X- _ B-MISC
Hearing -X- _ I-MISC
lambigit -X- _ O
sa -X- _ O
mga -X- _ O
pagpatay -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
, -X- _ O
unsay -X- _ O
inyong -X- _ O
ikasulti -X- _ O
? -X- _ O

Kon -X- _ O
nagsunod -X- _ O
mo -X- _ O
sa -X- _ O
Senate -X- _ B-ORG
Hearing -X- _ O
lambigit -X- _ O
sa -X- _ O
mga -X- _ O
pagpatay -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
, -X- _ O
unsay -X- _ O
inyong -X- _ O
ikasulti -X- _ O
? -X- _ O

Angay -X- _ O
ba -X- _ O
nga -X- _ O
magschedule -X- _ O
brownout -X- _ O
ning -X- _ O
panahona -X- _ O
nga -X- _ O
baling -X- _ O
inita -X- _ O
? -X- _ O
Di -X- _ O
ba -X- _ O
nato -X- _ O
mahangyo -X- _ O
ang -X- _ O
National -X- _ B-ORG
Grid -X- _ I-ORG
Corporation -X- _ I-ORG
( -X- _ O
NGCP -X- _ B-ORG
) -X- _ O
ug -X- _ O
ang -X- _ O
NORECO -X- _ B-ORG
1 -X- _ I-ORG
ug -X- _ O
NORECO -X- _ B-ORG
2 -X- _ I-ORG
nga -X- _ O
dili -X- _ O
sa -X- _ O
unta -X- _ O
mag-schdule -X- _ O
og -X- _ O
power -X- _ O
interruption -X- _ O
kay -X- _ O
baling -X- _ O
inita -X- _ O
kon -X- _ O
walay -X- _ O
electric -X- _ O
fan -X- _ O
kay -X- _ O
walay -X- _ O
kuryente -X- _ O
. -X- _ O

Karon -X- _ O
na -X- _ O
, -X- _ O
Abril -X- _ O
17 -X- _ O
, -X- _ O
2023 -X- _ O
ang -X- _ O
adlaw -X- _ O
nga -X- _ O
gitakda -X- _ O
ang -X- _ O
SENATE -X- _ B-MISC
HEARING -X- _ I-MISC
nunot -X- _ O
sa -X- _ O
pagpamatay -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental. -X- _ I-LOC
Gawas -X- _ O
sa -X- _ O
byuda -X- _ O
ni -X- _ O
Gov. -X- _ O
Roel -X- _ B-PER
Degamo -X- _ I-PER
, -X- _ O
mohatag -X- _ O
usab -X- _ O
og -X- _ O
testimonya -X- _ O
ang -X- _ O
pamilya -X- _ O
sa -X- _ O
mga -X- _ O
biktima -X- _ O
sa -X- _ O
pagpatay -X- _ O
lakip -X- _ O
na -X- _ O
ang -X- _ O
mga -X- _ O
byuda -X- _ O
sa -X- _ O
mga -X- _ O
sakop -X- _ O
sa -X- _ O
media -X- _ O
nga -X- _ O
gipatay. -X- _ O
Gawas -X- _ O
kang -X- _ O
3rd -X- _ O
District -X- _ O
Rep. -X- _ O
Arnie -X- _ B-PER
Teves -X- _ I-PER
nga -X- _ O
gilambigit -X- _ O
sa -X- _ O
mga -X- _ O
pagpatay -X- _ O
, -X- _ O
naa -X- _ O
kahay -X- _ O
laing -X- _ O
pangalan -X- _ O
nga -X- _ O
ikabutyag -X- _ O
sa -X- _ O
Senate -X- _ B-MISC
Hearing -X- _ I-MISC
? -X- _ O

Sakto -X- _ O
ba -X- _ O
nga -X- _ O
tugotan -X- _ O
si -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
Rep. -X- _ O
Arnie -X- _ B-PER
Teves -X- _ I-PER
nga -X- _ O
makatambong -X- _ O
sa -X- _ O
Senate -X- _ B-MISC
Hearing -X- _ I-MISC
pinaagi -X- _ O
sa -X- _ O
zoom -X- _ B-ORG
o -X- _ O
sakto -X- _ O
ba -X- _ O
si -X- _ O
Pamplona -X- _ B-LOC
Mayor -X- _ O
Janice -X- _ B-PER
Degamo -X- _ I-PER
nga -X- _ O
kinahanglan -X- _ O
siya -X- _ O
nga -X- _ O
motambong -X- _ O
personal -X- _ O
? -X- _ O

Unsay -X- _ O
inyong -X- _ O
ikasulti -X- _ O
sa -X- _ O
mining -X- _ O
exploration -X- _ O
sa -X- _ O
Sta. -X- _ B-LOC
Catalina -X- _ I-LOC
? -X- _ O
Ipadayon -X- _ O
o -X- _ O
dili -X- _ O
? -X- _ O
Unsay -X- _ O
advantage -X- _ O
ug -X- _ O
disadvantage -X- _ O
kon -X- _ O
mahinayon -X- _ O
ang -X- _ O
large -X- _ O
scale -X- _ O
gold -X- _ O
mining -X- _ O
sa -X- _ O
Sitio -X- _ B-LOC
Tarog -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
San -X- _ I-LOC
Francisco -X- _ I-LOC
ug -X- _ O
San -X- _ B-LOC
Pedro -X- _ I-LOC
, -X- _ I-LOC
Sta. -X- _ I-LOC
Catalina -X- _ I-LOC
? -X- _ O

Aron -X- _ O
pagsulbad -X- _ O
sa -X- _ O
suliran -X- _ O
sa -X- _ O
basura -X- _ O
, -X- _ O
angay -X- _ O
kaha -X- _ O
nga -X- _ O
multahan -X- _ O
ang -X- _ O
mga -X- _ O
tagbalay -X- _ O
nga -X- _ O
way -X- _ O
butangan -X- _ O
og -X- _ O
basura -X- _ O
? -X- _ O

Panahona -X- _ O
na -X- _ O
ba -X- _ O
nga -X- _ O
umolon -X- _ O
ang -X- _ O
Water -X- _ B-ORG
Testing -X- _ I-ORG
and -X- _ I-ORG
Monitoring -X- _ I-ORG
Council -X- _ I-ORG
sa -X- _ O
Dumaguete -X- _ B-LOC
pagpiho -X- _ O
nga -X- _ O
luwas -X- _ O
ang -X- _ O
ilimnong -X- _ O
tubig -X- _ O
? -X- _ O

ESTUDYANTE -X- _ O
, -X- _ O
PATAY -X- _ O
HUMAN -X- _ O
TIGBASA -X- _ O
SA -X- _ O
GUIHULNGAN -X- _ B-LOC
CITYPosted -X- _ I-LOC
by -X- _ O
VIC -X- _ B-PER
CAMIONGUIHULNGAN -X- _ I-PER
CITY -X- _ B-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental -X- _ I-LOC
( -X- _ O
April -X- _ O
5 -X- _ O
, -X- _ O
2023 -X- _ O
) -X- _ O
-- -X- _ O
Wa -X- _ O
nay -X- _ O
kinabuhi -X- _ O
dihang -X- _ O
napalgan -X- _ O
ang -X- _ O
estuyanteng -X- _ O
dalagita -X- _ O
sa -X- _ O
Sitio -X- _ B-LOC
Anislag -X- _ I-LOC
Dako -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Tinayunan -X- _ I-LOC
Hill -X- _ I-LOC
, -X- _ I-LOC
Guihulngan -X- _ I-LOC
City -X- _ I-LOC
Martes -X- _ O
Santo -X- _ O
sa -X- _ O
gabii -X- _ O
, -X- _ O
Abril -X- _ O
4 -X- _ O
, -X- _ O
2023. -X- _ O
Naputos -X- _ O
sa -X- _ O
samad -X- _ O
tinigbasan -X- _ O
ang -X- _ O
lawas -X- _ O
sa -X- _ O
biktima -X- _ O
nga -X- _ O
giila -X- _ O
nga -X- _ O
si -X- _ O
Shella -X- _ B-PER
Mae -X- _ I-PER
Mata -X- _ I-PER
, -X- _ O
taga -X- _ O
Barangay -X- _ B-LOC
Tinayunan -X- _ I-LOC
Hill -X- _ I-LOC
ug -X- _ O
Grade -X- _ O
8 -X- _ O
student -X- _ O
sa -X- _ O
Magsaysay -X- _ B-LOC
National -X- _ I-LOC
High -X- _ I-LOC
School.Sa -X- _ I-LOC
imbestigasyon -X- _ O
sa -X- _ O
Kapolisan -X- _ O
, -X- _ O
nagkanayon -X- _ O
nga -X- _ O
ang -X- _ O
biktima -X- _ O
migikan -X- _ O
pa -X- _ O
sa -X- _ O
ilang -X- _ O
balay -X- _ O
Martes -X- _ O
sa -X- _ O
buntag -X- _ O
paingon -X- _ O
eskwelahan.Apan -X- _ O
wa -X- _ O
kini -X- _ O
makadangat -X- _ O
sa -X- _ O
tunghaan.Ang -X- _ O
iyang -X- _ O
ig-agaw -X- _ O
nga -X- _ O
si -X- _ O
Jayson -X- _ B-PER
Codillero -X- _ I-PER
, -X- _ O
miasoy -X- _ O
sa -X- _ O
DND -X- _ B-ORG
nga -X- _ O
ilang -X- _ O
gipangita -X- _ O
ang -X- _ O
estudyante -X- _ O
hangtod -X- _ O
nga -X- _ O
napalgan -X- _ O
kini -X- _ O
sa -X- _ O
kalibonan. -X- _ O
Si -X- _ O
Guihulngan -X- _ B-LOC
Chief -X- _ O
of -X- _ O
Police -X- _ O
, -X- _ O
LTC. -X- _ O
Romeo -X- _ B-PER
Cubo -X- _ I-PER
, -X- _ O
nagdumili -X- _ O
hinuon -X- _ O
sa -X- _ O
paghatag -X- _ O
dugang -X- _ O
detalye -X- _ O
samtang -X- _ O
nagapadayon -X- _ O
pa -X- _ O
ang -X- _ O
imbestigasyon.Gisalikway -X- _ O
na -X- _ O
sab -X- _ O
ang -X- _ O
anggulong -X- _ O
gilugos -X- _ O
tungod -X- _ O
kay -X- _ O
migawas -X- _ O
sa -X- _ O
post -X- _ O
mortem -X- _ O
exam -X- _ O
nga -X- _ O
intact -X- _ O
ang -X- _ O
hymen -X- _ O
sa -X- _ O
dalagita.Apan -X- _ O
nagtoo -X- _ O
ang -X- _ O
hepe -X- _ O
sa -X- _ O
Kapolisan -X- _ O
nga -X- _ O
posibleng -X- _ O
adunay -X- _ O
kasuko -X- _ O
sa -X- _ O
biktima -X- _ O
ang -X- _ O
mamumuno -X- _ O
gumikan -X- _ O
sa -X- _ O
mga -X- _ O
samad -X- _ O
nga -X- _ O
naagoman -X- _ O
niini.Photos -X- _ O
Courtesy -X- _ O
: -X- _ O
Jayson -X- _ O
Codillero -X- _ O
# -X- _ O
JusticeForShellaMae -X- _ O
# -X- _ O
PintasNgaKrimen -X- _ O
# -X- _ O
MagAmpingKanunay -X- _ O
# -X- _ O
DiMagInusara -X- _ O

Ngano -X- _ O
kaha -X- _ O
nga -X- _ O
sa -X- _ O
higayon -X- _ O
nga -X- _ O
adunay -X- _ O
jobs -X- _ O
fair -X- _ O
pipila -X- _ O
lang -X- _ O
mangaplay -X- _ O
? -X- _ O
Sagad -X- _ O
sa -X- _ O
mga -X- _ O
JOBS -X- _ O
FAIR -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC
llabi -X- _ O
na -X- _ O
sa -X- _ O
atol -X- _ O
sa -X- _ O
LABOR -X- _ B-MISC
DAY -X- _ I-MISC
mas -X- _ O
daghan -X- _ O
pa -X- _ O
ang -X- _ O
job -X- _ O
vacancies -X- _ O
both -X- _ O
local -X- _ O
and -X- _ O
abroad -X- _ O
pero -X- _ O
ang -X- _ O
aplikante -X- _ O
dyutay -X- _ O
ra. -X- _ O
Ngano -X- _ O
kaha -X- _ O
? -X- _ O

Unsay -X- _ O
inyong -X- _ O
ikasulti -X- _ O
sa -X- _ O
gubat -X- _ O
batok -X- _ O
sa -X- _ O
basura -X- _ O
nga -X- _ O
gideklarar -X- _ O
sa -X- _ O
kabarangayan -X- _ O
; -X- _ O
basura -X- _ O
nga -X- _ O
di -X- _ O
mabahig -X- _ O
ibalik -X- _ O
sa -X- _ O
tagbalay -X- _ O
, -X- _ O
magmulta -X- _ O
pa -X- _ O

Sumala -X- _ O
sa -X- _ O
DepEd -X- _ B-ORG
mahimong -X- _ O
mamili -X- _ O
ang -X- _ O
mga -X- _ O
ginikanan -X- _ O
sa -X- _ O
physical -X- _ O
, -X- _ O
online -X- _ O
o -X- _ O
modules -X- _ O
niining -X- _ O
panahon -X- _ O
sa -X- _ O
ting-init. -X- _ O
Hain -X- _ O
inyong -X- _ O
pilion -X- _ O
? -X- _ O

Pabor -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
ibalik -X- _ O
June -X- _ O
to -X- _ O
March -X- _ O
ang -X- _ O
klase -X- _ O
sa -X- _ O
Elementarya -X- _ O
ug -X- _ O
Sekondarya -X- _ O
? -X- _ O

Tinuod -X- _ O
ba -X- _ O
nga -X- _ O
buotan -X- _ O
na -X- _ O
sila -X- _ O
kay -X- _ O
hapit -X- _ O
na -X- _ O
ang -X- _ O
Barangay -X- _ B-MISC
ug -X- _ I-MISC
SK -X- _ I-MISC
elections -X- _ I-MISC
? -X- _ O
Hain -X- _ O
man -X- _ O
ang -X- _ O
mas -X- _ O
maayo -X- _ O
, -X- _ O
buotan -X- _ O
o -X- _ O
kugihan -X- _ O
? -X- _ O

Pabor -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
imbes -X- _ O
maglinya -X- _ O
kon -X- _ O
molukat -X- _ O
og -X- _ O
ticket -X- _ O
sa -X- _ O
fast -X- _ O
craft -X- _ O
ug -X- _ O
barko -X- _ O
, -X- _ O
online -X- _ O
na -X- _ O
sama -X- _ O
sa -X- _ O
eroplano -X- _ O
? -X- _ O

BASAHA -X- _ O
: -X- _ O
Ang -X- _ O
COMELEC -X- _ B-ORG
nagpagawas -X- _ O
sa -X- _ O
bag-ong -X- _ O
Calendar -X- _ O
of -X- _ O
Activities -X- _ O
alang -X- _ O
sa -X- _ O
2023 -X- _ O
Barangay -X- _ B-MISC
and -X- _ I-MISC
Sangguniang -X- _ I-MISC
Kabataan -X- _ I-MISC
Elections -X- _ I-MISC
pinasikad -X- _ O
sa -X- _ O
Resolution -X- _ B-MISC
No. -X- _ I-MISC
10902 -X- _ I-MISC
# -X- _ O
COMELEC -X- _ O
# -X- _ O
BSKE2023 -X- _ O

FAST -X- _ O
FACT -X- _ O
: -X- _ O
Batan-ong -X- _ O
lalaki -X- _ O
nangagaw -X- _ O
og -X- _ O
pusil -X- _ O
sa -X- _ O
sekyo -X- _ O
; -X- _ O
nagpusil -X- _ O
sa -X- _ O
ulo -X- _ O
, -X- _ O
sumala -X- _ O
sa -X- _ O
Kapolisan -X- _ O

Mibalik -X- _ O
na -X- _ O
ba -X- _ O
pod -X- _ O
ang -X- _ O
mga -X- _ O
banha -X- _ O
nga -X- _ O
trambutso -X- _ O
sa -X- _ O
mga -X- _ O
motorsiklo -X- _ O
? -X- _ O
Angay -X- _ O
kaha -X- _ O
nga -X- _ O
ipatuman -X- _ O
ang -X- _ O
Ordinansa -X- _ O
sa -X- _ O
Syudad -X- _ O
? -X- _ O
Aron -X- _ O
mapatuman -X- _ O
tibuok -X- _ O
lalawigan -X- _ O
, -X- _ O
maayo -X- _ O
kaha -X- _ O
nga -X- _ O
magpanday -X- _ O
sab -X- _ O
og -X- _ O
samang -X- _ O
Ordinansa -X- _ O
ang -X- _ O
Provincial -X- _ B-ORG
Board -X- _ I-ORG
? -X- _ O

Aron -X- _ O
dili -X- _ O
ka -X- _ O
mabiktima -X- _ O
sa -X- _ O
online -X- _ O
scammers -X- _ O
, -X- _ O
mobayad -X- _ O
ka -X- _ O
ba -X- _ O
daan -X- _ O
sa -X- _ O
imong -X- _ O
giorder -X- _ O
nga -X- _ O
produkto -X- _ O
? -X- _ O
Mohatag -X- _ O
ba -X- _ O
kag -X- _ O
P50 -X- _ O
% -X- _ O
sa -X- _ O
imong -X- _ O
order -X- _ O
? -X- _ O

Angay -X- _ O
bang -X- _ O
manubag -X- _ O
ang -X- _ O
barangay -X- _ O
officials -X- _ O
nga -X- _ O
bisan -X- _ O
midangop -X- _ O
na -X- _ O
ang -X- _ O
babaye -X- _ O
nga -X- _ O
patyon -X- _ O
siya -X- _ O
sa -X- _ O
iyang -X- _ O
bana -X- _ O
apan -X- _ O
gipapauli -X- _ O
gihapon -X- _ O
? -X- _ O
Ang -X- _ O
resulta -X- _ O
, -X- _ O
napatay -X- _ O
gyod -X- _ O
sa -X- _ O
bana -X- _ O
ang -X- _ O
asawa -X- _ O
pag-abot -X- _ O
sa -X- _ O
balay. -X- _ O
Nahitabo -X- _ O
kini -X- _ O
sa -X- _ O
bukirang -X- _ O
bahin -X- _ O
sa -X- _ O
Bayawan -X- _ B-LOC
City -X- _ I-LOC

Bisan -X- _ O
nakabalo -X- _ O
ta -X- _ O
nga -X- _ O
ASF -X- _ B-MISC
free -X- _ O
ang -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
, -X- _ O
dawaton -X- _ O
nalang -X- _ O
ba -X- _ O
nato -X- _ O
nga -X- _ O
i-ban -X- _ O
sa -X- _ O
Cebu -X- _ B-LOC
ang -X- _ O
atong -X- _ O
mga -X- _ O
binuhing -X- _ O
baboy -X- _ O
? -X- _ O
Wa -X- _ O
na -X- _ O
ba -X- _ O
tay -X- _ O
buhaton -X- _ O
? -X- _ O
Di -X- _ O
na -X- _ O
ba -X- _ O
moapelar -X- _ O
? -X- _ O

Hain -X- _ O
ang -X- _ O
maayo -X- _ O
, -X- _ O
mag-abang -X- _ O
kag -X- _ O
P500 -X- _ O
kada -X- _ O
bulan -X- _ O
o -X- _ O
magdata-data -X- _ O
sa -X- _ O
balay -X- _ O
nga -X- _ O
tukoron -X- _ O
sa -X- _ O
Syudad -X- _ O
para -X- _ O
sa -X- _ O
mga -X- _ O
kabos -X- _ O
, -X- _ O
sending -X- _ O
survivors -X- _ O
sa -X- _ O
Banilad -X- _ B-LOC
